cluster,Age,CGPA,Financial_Stress,Semester_Credit_Load,n_students
0,21.670325362602902,3.469462534327187,4.127401019208154,24.773030184241474,2551
1,21.430003233107016,3.4920355987055016,2.344972518590365,17.344325897187197,3093
2,21.779831257533147,3.4947042253521126,0.8553635998392929,25.257533145841702,2489
3,29.109801821103375,3.5231598712446353,2.459025174076058,21.495447241564005,1867
