Accuracy,Kappa,Recall_VeryLow,Recall_Low,Recall_Moderate,Recall_High,Macro_Recall
0.2595,0.008977419941970766,0.33003300330033003,0.1956521739130435,0.2875536480686695,0.2047872340425532,0.25450651483114906
